country,year,kaopen,CostBusiness,AverageTariff,TariffDispersion,RequiredReserve,NewRequiredReserve,FinalRequiredReserve,InterestRateLiberalization,TransactionTax,BankSupervision,EquityInflow,EquityOutflow,BondInflow,BondOutflow,MoneyMktInflow,MoneyMktOutflow,CollInvestInflow,CollInvestOutflow,DerivativesInflow,DerivativesOutflow,CreditOutflow,CreditInflow,FinancialCreditOutflow,FinancialCreditInflow,GuaranteesOutflow,GuaranteesInflow,DirectInvestOutflow,DirectInvestInflow,RealEstateOutflow,RealEstateInflow,VAT,PersonalIncomeTax,CorporateIncomeTax,IncomeProductivity,VATProductivity,Privatization1,Privatization2,FiringCost,NewFiringCost,HiringFlexibility,WorkingHoursFlexibility,SocialSecurityCost,MinimumWage,DualExchangeRate,NewMinimumWage
Chile,1992,0,,10.97,0.66,10.02008596,5.4,5.4,3,0.5,1,,,,,,,,,,,,,,,,,,,,,18,50,15,0.14452534,0.682118598,0.113157561,0.184402496,3.289407308,3.289407308,2,1,18.89999998,0.368324906,,0.368324906
Chile,1993,0,,10.97,0.66,8.664341916,5.4,5.4,3,0.5,1,,,,,,,,,,,,,,,,,,,,,18,50,15,0.126450882,0.694908388,0.12888214,0.54073894,3.289407308,3.289407308,2,1,18.89999998,0.369813055,,0.369813055
Chile,1994,0,,10.97,0.66,9.553966359,5.4,5.4,3,0.5,1,,,,,,,,,,,,,,,,,,,,,18,48,15,0.136542032,0.678665486,0.147387916,1.078611732,3.289407308,3.289407308,2,1,18.89999998,0.364618301,,0.364618301
Chile,1995,0.532180369,,10.97,0.66,7.549029991,5.4,5.4,3,0.5,1,1,0.5,,,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,18,45,15,0.152557191,0.68460085,0.172892137,2.012356043,3.289407308,3.289407308,2,1,18.89999998,0.34178561,,0.34178561
Chile,1996,0,,10.97,0.66,6.470637401,5.4,5.4,3,0.5,1,1,0.5,,,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,18,45,15,0.159503059,0.699776876,0.204347388,2.257915258,3.289407308,3.289407308,2,1,18.89999998,0.351594388,,0.351594388
Chile,1997,0,,10.97,0.66,4.555043882,5.4,5.4,3,0.5,2,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,18,45,15,0.142902525,0.71097137,0.255684359,3.979157448,3.289407308,3.289407308,2,1,18.89999998,0.352752626,,0.352752626
Chile,1998,0,,10.97,0.66,5.465084069,5.4,5.4,3,0.5,2,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,18,45,15,0.133096827,0.688933084,0.29157383,3.035896301,3.289407308,3.289407308,2,1,18.89999998,0.377570987,,0.377570987
Chile,1999,0.164809227,,9.97,0.6,4.879740318,5.4,5.4,3,0.5,2,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,18,45,15,0.117869962,0.678538059,0.369141012,7.593777657,3.289407308,3.289407308,2,1,18.94999998,0.421409339,0,0.421409339
Chile,2000,0.164809227,,9,0,4.264711012,5.4,5.4,3,0.5,2,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0,1,0,0,18,45,15,0.137549833,0.709288999,0.39531622,2.035204411,3.289407308,3.289407308,2,1,18.94999998,0.439306349,0,0.439306349
Chile,2001,0.757591665,,8,0,4.271560043,5.4,5.4,3,0.5,2,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0,0,0,0,18,45,15,0.150475883,0.702959816,0.448952924,4.412957668,3.289407308,3.289407308,2,1,18.94999998,0.44460246,0,0.44460246
Chile,2002,0.818193734,,6.98,0.46,3.889814497,5.4,5.4,3,0.5,2,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,0,1,1,0,0,0,0,0,18,40,16,0.170548472,0.727321153,0.474116766,1.972372293,3.289407308,3.289407308,2,1,21.94999998,0.441516221,0,0.441516221
Chile,2003,0.878795862,12.1,6.49,0.635,6.353857496,5.4,5.4,3,0.5,2,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,1,1,0,1,1,0,0,0,0,0,19,40,16.5,0.170657802,0.689191031,0.4860997,0.699510098,3.289407308,3.289407308,2,1,21.94999998,0.429323345,0,0.429323345
Chile,2004,0.939397931,10,6,0.81,6.919846914,5.4,5.4,3,0.5,2,0,0,0,0,0,0,0,0,0,0.5,1,1,0,1,0,0,0,0,0,0,19,40,17,0.202804971,0.731691856,0.502927779,1.307831407,3.289407308,3.289407308,2,1,21.94999998,0.390050203,0,0.390050203
Chile,2005,1,10.3,6,0.81,8.083724179,5.4,5.4,3,0.5,2,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,19,40,17,0.269496884,0.736129242,0.513051444,0.733472347,3.289407308,3.289407308,2,1,21.94999998,0.367210478,0,0.367210478
Chile,2006,1,9.8,5.98,0.45,9.436272221,5.4,5.4,3,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,17,0.367080743,0.717184898,0.521784674,0.317557871,3.289407308,3.289407308,2,1,21.94999998,0.33278954,0,0.33278954
Chile,2007,1,8.6,5.98,0.45,5.378010229,5.4,5.4,3,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,17,0.347486666,0.761509332,0.535210049,0.595714331,3.289407308,3.289407308,2,1,21.94999998,0.325256795,0,0.325256795
Chile,2008,0.939397931,7.5,5.99,0.64,5.505346452,5.4,5.4,3,0.5,2,0,1,0,1,0,0.5,0,0.5,0,1,1,0,0,0,0,0,0,0,0,1,19,40,17,0.291587241,0.787782244,0.54567126,0.420800537,3.289407308,3.289407308,2,1,21.94999998,0.343219221,0,0.343219221
Chile,2009,0.878795862,6.9,5.99,0.48,6.400874945,5.4,5.4,3,0.25,2,0,1,0,1,0,0.5,0,0.5,0,1,1,0,0,0,0,0,0,0,0,1,19,40,17,0.194655443,0.689912105,0.56046805,0.802759051,3.289407308,3.289407308,2,1,21.94999998,0.372098207,0,0.372098207
Chile,2010,0.818193734,6.8,4.85,,,5.4,5.4,3,,,0,1,0,1,0,0.5,0,0.5,0,1,1,0,0,0,0,0,0,0,0,1,19,40,17,,,,0.639565587,,3.289407308,2,1,20.95,,0,0.316391557
Chile,2011,0.757591665,5.1,2.7,,,5.4,5.4,3,,,0,1,0,1,0,0.5,0,0.5,0,1,1,0,0,0,1,0,0,0,0,1,19,40,20,,,,1.337387204,,3.289407308,2,1,20.95,,0,0.309658885
Chile,2012,0.696989596,4.5,2.71,,,5.4,5.4,3,,,0,1,0,1,0,0.5,0,0.5,0,1,1,0,0,0,1,0,0,0,0,1,19,40,20,,,,1.294566751,,3.289407308,2,1,,,0,0.312116444
Chile,2013,0.696989596,0.7,6,,,5.4,5.4,3,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,19,40,20,,,,2.640837908,,3.289407308,2,1,22.26,,0,0.32275185
Chile,2014,0.696989596,0.7,,,,5.4,5.4,3,,,0.5,1,0,1,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,0,1,0,0.5,19,40,20,,,,1.561460733,,3.289407308,2,1,,,0,
Colombia,1985,0,,86.02457627,28.08601602,23.75592937,43,43,1,0,0,,,,,,,,,,,,,,,,,,,,,10,49,40,0.074250403,0.214871535,0,,3.027827881,3.027827881,2,1,21.49999991,0.981444418,,0.981444418
Colombia,1986,0,,48.09084746,16.73927711,24.46860726,43,43,1,0,0,,,,,,,,,,,,,,,,,,,,,10,30,30,0.113690947,0.269987213,0,,3.027827881,3.027827881,2,1,21.49999991,0.906330884,,0.906330884
Colombia,1987,0,,48.09084746,16.73927711,27.75431978,43.75,43.75,1,0,0,,,,,,,,,,,,,,,,,,,,,10,30,30,0.124349468,0.288159001,0,,3.027827881,3.027827881,2,1,21.49999991,0.868323922,,0.868323922
Colombia,1988,0,,49.33457627,17.53638554,28.2856629,42,42,1,0,0,,,,,,,,,,,,,,,,,,,,,10,30,30,0.123744625,0.301677061,0,,3.027827881,3.027827881,2,1,21.49999991,0.833153665,,0.833153665
Colombia,1989,0,,49.33457627,17.53638554,29.13423278,39.25,39.25,1,0,0,,,,,,,,,,,,,,,,,,,,,10,30,30,0.129109118,0.305745281,0,,3.027827881,3.027827881,2,1,22.50000007,0.83696115,,0.83696115
Colombia,1990,0.164809227,,24.04542373,14.1486747,16.09807032,34.625,34.625,1,0,0,,,,,,,,,,,,,,,,,,,,,12,30,30,0.114094348,0.218044625,0,,3.027827881,3.027827881,2,1,27.50000007,0.804277003,,0.804277003
Colombia,1991,0.164809227,,6.944152542,8.27,17.91463086,85.25,85.25,3,0,1,,,,,,,,,,,,,,,,,,,,,12,30,30,0.150951154,0.253574316,0,,3.380914221,3.380914221,2,1,27.50000007,0.801107287,,0.801107287
Colombia,1992,0.164809227,,12.12635593,6.28,18.19188152,41,41,3,0,1,,,,,,,,,,,,,,,,,,,,,12,30,30,0.154902578,0.271865393,0.000584498,0.081169516,3.380914221,3.380914221,2,1,27.50000007,0.718468249,,0.718468249
Colombia,1993,0,,12.12635593,6.32,18.27132314,41,41,3,0,0,,,,,,,,,,,,,,,,,,,,,14,37.5,35.25,0.121931346,0.267236754,0.007579946,0.971461117,3.380914221,3.380914221,2,1,29.00000007,0.71080935,,0.71080935
Colombia,1994,0,,12.23,6.32,14.98887867,41,41,3,0,1,,,,,,,,,,,,,,,,,,,,,14,37.5,35.25,0.114408281,0.290148858,0.029461339,2.608945847,3.380914221,3.380914221,2,1,27.50000007,0.61490643,,0.61490643
Colombia,1995,0,,13.78466102,4.9,13.86578635,26,26,3,0,1,1,1,,,0.5,0.5,0.5,1,0,0.5,1,1,1,1,,,0,1,0.5,1,14,35,35,0.117872238,0.28693221,0.044588596,1.803641796,3.380914221,3.380914221,2,1,29.50000007,0.613449335,,0.613449335
Colombia,1996,0.164809227,,12.12635593,6.25,11.30306766,21,21,3,0,1,1,1,,,1,1,1,1,0,0.5,1,1,1,1,,,0,1,0.5,1,16,35,35,0.11480383,0.325663485,0.060146668,1.912616253,3.380914221,3.380914221,2,1,34.50000007,0.628336668,,0.628336668
Colombia,1997,0.164809227,,12.12635593,6.25,11.13170996,21,21,3,0,1,1,1,1,,1,1,1,1,0,0.5,1,1,1,1,,,0,1,0.5,1,16,35,35,0.128618755,0.318892758,0.095959984,3.76668334,3.380914221,3.380914221,2,1,34.50000007,0.637971222,,0.637971222
Colombia,1998,0.164809227,,12.12635593,6.26,5.830217144,19.75,19.75,3,0,1,1,1,1,,1,1,1,1,0,0.5,1,1,0,1,1,1,0,1,1,1,16,35,35,0.123268845,0.307313461,0.109686142,1.514469028,3.380914221,3.380914221,2,1,34.50000007,0.670050919,,0.670050919
Colombia,1999,0.164809227,,12.23,6.26,8.215275019,15.25,15.25,3,0.2,1,0,0,0.5,,0.5,1,0.5,1,0,0.5,1,1,0,1,1,1,0,1,1,1,16,35,35,0.126308939,0.318697199,0.113414752,0.417236388,3.380914221,3.380914221,2,1,34.50000007,0.734019756,0,0.734019756
Colombia,2000,0.164809227,,12.23,6.26,7.255303838,13,13,3,0.2,1,0,0,1,,1,1,,0,0.5,1,1,1,0,0,1,1,0,1,1,1,15,35,35,0.103129081,0.269756903,0.126248753,1.283555865,3.380914221,3.380914221,2,1,34.50000007,0.590025604,0,0.590025604
Colombia,2001,0.164809227,,12.23,6.26,11.22097613,13,13,3,0.3,1,0,0,1,,1,1,,0,0.5,1,1,1,0,0,1,1,0,1,1,1,16,35,35,0.129810305,0.289478516,0.128313801,0.206509858,3.380914221,3.380914221,2,1,34.50000007,0.610259831,0,0.610259831
Colombia,2002,0.164809227,,12.27,6.34,12.15260182,13,13,3,0.3,1,0,0.5,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,0,16,35,35,0.126480406,0.290079421,0.132159729,0.384138644,3.380914221,3.380914221,2,1,34.50000007,0.617286861,0,0.617286861
Colombia,2003,0.164809227,28,12.355,6.77,12.30112295,13,13,3,0.3,1,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,0,1,1,1,1,1,0,0,16,35,35,0.13157289,0.32320116,0.136070037,0.391087949,2.509537458,2.509537458,2,1,34.50000007,0.60925746,0,0.60925746
Colombia,2004,0.412804574,25.6,12.44,7.2,11.95045886,13,13,3,0.4,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,0,0,1,0,0,16,35,35,0.148124563,0.333700477,0.138834427,0.280504286,2.509537458,2.509537458,2,1,35.50000007,0.594591916,0,0.594591916
Colombia,2005,0.412804574,24.7,12.45,7.46,11.39656701,13,13,3,0.4,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,0,0,1,0,0,16,38.5,35,0.14830132,0.34141133,0.146845999,0.80126214,2.509537458,2.509537458,2,1,36.00000007,0.579752862,1,0.579752862
Colombia,2006,0.412804574,19.1,12.48,7.66,10.29138591,13,13,3,0.4,2,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,0,0,1,0,0,16,38.5,35,0.158910291,0.352611193,0.164006673,1.696019173,2.509537458,2.509537458,2,1,36.50000007,0.557157338,1,0.557157338
Colombia,2007,0.412804574,18.6,12.48,7.64,13.65866845,23.5,23.5,3,0.4,2,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,1,0,1,0,0,16,34,34,0.168809085,0.380328664,0.173699638,0.984010398,2.509537458,2.509537458,2,1,37.50000007,0.539026618,1,0.539026618
Colombia,2008,0.696989596,14.9,12.49,7.68,16.13416354,15.25,15.25,3,0.4,2,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,1,0,1,0,0,16,33,33,0.168853912,0.388066076,0.185604829,1.19270885,2.509537458,2.509537458,2,1,37.50000007,0.520627081,1,0.520627081
Colombia,2009,0.412804574,13.1,12.45,7.56,19.03884372,11,11,3,0.4,2,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,0,1,0,1,1,0,0,1,0,0,16,33,33,0.184807234,0.382929852,0.19006879,0.445553213,2.509537458,2.509537458,2,1,37.50000007,0.533004165,1,0.533004165
Colombia,2010,0.412804574,14.7,11.23,,,11,11,3,0.4,,0.5,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,16,33,33,,,,1.481410027,,2.509537458,2,1,,,1,0.000520759
Colombia,2011,0.412804574,8,6.8,,,11,11,3,0.4,,0.5,1,1,1,1,1,0.5,1,1,1,0,0,0,0,0,0,1,1,0,0,16,33,33,,,,0.828853428,,2.509537458,2,1,45.148,,1,0.000478817
Colombia,2012,0.412804574,7.6,5.49,,,11,11,3,0.4,,0.5,1,1,1,1,1,0.5,1,1,1,0,0,0,0,0,0,1,1,0,0,16,33,33,,,,0.640318692,,2.509537458,2,1,,,1,0.000480216
Colombia,2013,0.412804574,7.5,5.66,,,11,11,3,0.4,,0.5,1,1,1,1,1,0.5,1,1,1,0,1,0,1,0,0,1,1,0,0,16,33,34,,,,1.133953691,,2.509537458,2,1,36.848,,1,0.00047176
Colombia,2014,0.412804574,7.5,5.15,,,11,11,3,0.4,,1,1,1,1,1,1,0.5,1,1,1,0,1,0,1,0,0,1,1,0,0,16,33,34,,,,2.369482279,,2.509537458,2,1,36.848,,1,0.000466365
CostaRica,1985,0.060602106,,47.36875,24.87490906,36.71471846,,,1,0,0,,,,,,,,,,,,,,,,,,,,,10,50,50,0.051352404,0.253250899,0,,3.042508878,3.042508878,2,1,30.50000001,0.84299773,,0.84299773
CostaRica,1986,0,,18.858125,10.17665576,36.88975476,,,2,0,0,,,,,,,,,,,,,,,,,,,,,10,50,50,0.046731935,0.309992032,0,,3.042508878,3.042508878,2,1,30.50000001,,,
CostaRica,1987,0,,14.6575,8.011034682,37.83312578,21.33333333,21.33333333,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.081312085,0.292342111,0,,3.042508878,3.042508878,2,1,30.50000001,0.880915403,,0.880915403
CostaRica,1988,0,,14.6575,8.011034682,42.07614396,21.33333333,21.33333333,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.084503521,0.191621976,0,,3.042508878,3.042508878,2,1,30.50000001,0.806512833,,0.806512833
CostaRica,1989,0,,14.6575,8.011034682,41.92854243,21.33333333,21.33333333,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.082967298,0.18286807,0.00057413,,3.042508878,3.042508878,2,1,30.50000001,0.90134573,,0.90134573
CostaRica,1990,0,,14.6575,8.011034682,42.85145639,19.33333333,19.33333333,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.083160397,0.27970975,0.00057413,,3.042508878,3.042508878,2,1,30.50000001,0.822019696,,0.822019696
CostaRica,1991,0.164809227,,14.6575,8.011034682,50.63717324,17.70833333,17.70833333,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.060310618,0.276802525,0.00057413,,3.042508878,3.042508878,2,1,30.50000001,0.814318836,,0.814318836
CostaRica,1992,0.164809227,,13.40625,7.365970729,45.2639759,18.5,18.5,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.053959086,0.306217763,0.000947329,0.067649439,3.042508878,3.042508878,2,1,30.50000001,0.746219218,,0.746219218
CostaRica,1993,0.164809227,,10.456875,5.845458953,42.77414749,23.58333333,23.58333333,2,0,0,,,,,,,,,,,,,,,,,,,,,11,25,30,0.071490307,0.258740887,0.000947329,,3.042508878,3.042508878,2,1,30.50000001,0.764123917,,0.764123917
CostaRica,1994,0.412804574,,10.01,5.615075082,44.38857789,29,29,2,0,0,,,,,,,,,,,,,,,,,,,,,10,25,30,0.083280062,0.28488633,0.002368171,0.142078683,3.042508878,3.042508878,2,1,30.50000001,0.741069674,,0.741069674
CostaRica,1995,0.473406672,,10.01,7.71,50.86604588,31.83333333,31.83333333,2,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,30,0.080000526,0.276900535,0.007327918,0.495634109,3.042508878,3.042508878,2,1,30.50000001,0.70849061,,0.70849061
CostaRica,1996,0.534008741,,22.63757576,10.92847223,41.08415941,27.04166667,27.04166667,2,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,30,0.076999071,0.239976362,0.014782566,0.723620236,3.042508878,3.042508878,2,1,30.50000001,0.733781219,,0.733781219
CostaRica,1997,0.59461087,,20.01,9.762665192,35.42787628,18.70833333,18.70833333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,25,30,0.076117993,0.227518722,0.022024606,0.724141955,3.042508878,3.042508878,2,1,30.50000001,0.730975449,,0.730975449
CostaRica,1998,0.655212939,,16.16969697,8.058804231,39.52536846,11.25,11.25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.084972477,0.269090023,0.026173333,0.414842039,3.042508878,3.042508878,2,1,30.50000001,0.71360606,,0.71360606
CostaRica,1999,0.715815008,,6.67,13.77,33.90805515,9.875,9.875,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.10288258,0.257529246,0.026388589,0.021523664,3.042508878,3.042508878,2,1,30.50000001,0.660391927,0,0.660391927
CostaRica,2000,0.715815008,,5.64,9.81,28.06266362,4.5,4.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.09502109,0.260405437,0.036484775,1.009629488,2.597675337,2.597675337,2,1,30.50000001,0.685165107,0,0.685165107
CostaRica,2001,0.715815008,,5.55,9.18,21.29756202,6.75,6.75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.109913213,0.277453721,0.036484775,,2.597675337,2.597675337,2,1,34.75000004,0.7138533,0,0.7138533
CostaRica,2002,0.715815008,,5.83,8.97,19.23110242,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.111353994,0.278530127,0.036484775,,2.597675337,2.597675337,2,1,34.75000004,0.709096491,0,0.709096491
CostaRica,2003,0.715815008,15.6,5.845,8.985,24.14553546,10.375,10.375,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.120724203,0.273506749,0.036484775,0.456685245,2.597675337,2.597675337,2,1,34.75000004,0.690115452,0,0.690115452
CostaRica,2004,0.715815008,14.7,5.86,9,24.55216583,10.75,10.75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.119456131,0.284497989,0.040786928,0.430191576,2.597675337,2.597675337,2,1,34.75000004,0.665051162,0,0.665051162
CostaRica,2005,0.715815008,12.6,5.85,9.67,29.42728744,13.5,13.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.123041013,0.290549895,0.056023649,1.523672104,2.597675337,2.597675337,2,1,34.75000004,0.659238338,0,0.659238338
CostaRica,2006,0.715815008,12.5,5.84,9.77,36.71998198,15,15,2,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.124337137,0.316152246,0.061483894,0.190886602,2.597675337,2.597675337,2,1,34.75000004,0.62941134,0,0.62941134
CostaRica,2007,0.715815008,12.7,5.83,9.87,36.35637601,15,15,2,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.142081555,0.337464778,0.074020935,1.253704071,2.597675337,2.597675337,2,1,35.00000004,0.602659404,0,0.602659404
CostaRica,2008,0.715815008,11.4,5.62,10.375,37.82428348,15,15,2,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.158638161,0.299935598,0.074020935,,2.597675337,2.597675337,2,1,35.00000004,0.58461535,0,0.58461535
CostaRica,2009,0.715815008,10.5,5.41,10.88,36.74945237,15,15,2,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,30,0.148836275,0.229437355,0.078921773,0.49008438,2.597675337,2.597675337,2,1,35.34000004,0.650706112,0,0.650706112
CostaRica,2010,0.715815008,10.1,4.81,,,15,15,2,,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,30,,,,,,2.597675337,2,1,26.59,,0,0.520549417
CostaRica,2011,1,9.8,4.8,,,15,15,2,,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,15,30,,,,0.412248194,,2.597675337,2,1,26.59,,0,0.513202965
CostaRica,2012,1,15.8,4.7,,,15,15,2,,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,15,30,,,,1.581875086,,2.597675337,2,1,26.59,,0,0.504486442
CostaRica,2013,1,11.9,4.7,,,15,15,2,,,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,15,30,,,,1.055106997,,2.597675337,2,1,26.59,,0,0.510103166
CostaRica,2014,0.715815008,11.5,4.28,,,15,15,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,15,30,,,,0.513998866,,2.597675337,2,1,,,0,0.000564442
Ecuador,1985,0.303010434,,52.09677419,,24.13609589,,,0,0,0,,,,,,,,,,,,,,,,,,,,,10,40,40,0.038307587,0.187956729,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1986,0.24240835,,43.13612903,39.195,26.10432852,,,1,0,0,,,,,,,,,,,,,,,,,,,,,10,40,40,0.050340627,0.250190839,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1987,0.181806266,,43.13612903,39.195,23.80029958,,,1,0,0,,,,,,,,,,,,,,,,,,,,,10,40,40,0.050478778,0.251569765,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1988,0.181806266,,41.57322581,38.793,26.01553945,12,12,0,0,0,,,,,,,,,,,,,,,,,,,,,10,40,40,0.046424727,0.254069899,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1989,0.181806266,,41.57322581,38.793,26.90396077,14.75,14.75,1,0,0,,,,,,,,,,,,,,,,,,,,,10,40,40,0.058764446,0.214063223,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1990,0.181806266,,34.38387097,20.502,18.6406288,14.5,14.5,1,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.064065249,0.249093405,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1991,0.24240835,,34.38387097,20.502,18.2100644,25.83333333,25.83333333,1,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.065787519,0.257305917,0,,4.228387777,4.228387777,3,1,18.99999999,,,
Ecuador,1992,0.303010434,,11.77387097,6.03,18.20437832,25.66666667,25.66666667,3,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.065444476,0.263575481,0,,3.968713654,3.968713654,3,1,18.99999999,,,
Ecuador,1993,0.490403712,,9.69,6.03,15.78394761,24.83333333,24.83333333,3,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.061278577,0.253904391,0,,3.968713654,3.968713654,3,1,18.99999999,,,
Ecuador,1994,0.429801643,,12.39,6.32,10.64704973,17.41666667,17.41666667,3,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.066492544,0.24427861,0.002148788,0.176584512,3.968713654,3.968713654,3,1,18.99999999,0.79791373,,0.79791373
Ecuador,1995,0.429801643,,12.86,5.58,10.17489731,10,10,3,0,0,0,0,,,0,0,0,0,,,1,1,1,1,1,1,0,0,0,0,10,25,25,0.078862098,0.256724648,0.003312056,0.09659113,3.968713654,3.968713654,3,1,18.99999999,0.932133257,,0.932133257
Ecuador,1996,0.369199544,,11.87,6.4,10.76891572,10,10,3,0,0,0,0,,,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,10,25,25,0.07480177,0.264423974,0.015498562,1.037801981,3.968713654,3.968713654,3,1,18.99999999,0.990651548,,0.990651548
Ecuador,1997,0.308597475,,11.87,6.4,10.31285717,12,12,3,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,10,25,25,0.070634246,0.243435286,0.027980196,1.051059723,3.968713654,3.968713654,3,1,18.99999999,0.909666359,,0.909666359
Ecuador,1998,0.473406672,,11.91,6.39,14.75585003,9.75,9.75,3,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,10,25,25,0.071442978,0.252690546,0.063179793,2.929751396,3.968713654,3.968713654,3,1,18.99999999,0.847563744,,0.847563744
Ecuador,1999,0.473406672,,13.81,6.57,9.752650939,10.75,10.75,3,1,0,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,12,25,25,0.027001467,0.291654981,0.063890032,0.061083399,3.968713654,3.968713654,3,1,18.99999999,0.806889892,0,0.806889892
Ecuador,2000,0.412804574,,11.7,,7.095849048,8.75,8.75,3,0.8,0,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,12,25,25,0.067009235,0.454813615,0.065118314,0.109124057,3.968713654,3.968713654,3,1,18.99999999,0.905340374,0,0.905340374
Ecuador,2001,0.412804574,,12,,5.403290984,4,4,3,0,1,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,12,25,25,0.111373582,0.50655094,0.089235884,2.096588135,3.968713654,3.968713654,3,1,18.99999999,0.85416919,0,0.85416919
