Country	Variable	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009
Paraguay	SocSecurityTax	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26
Peru	SocSecurityTax	0.23	0.23	0.23	0.24	0.26	0.26	0.26	0.28	0.29	0.29	0.29	0.29	0.27	0.25	0.25	0.25	0.25	0.22	0.22	0.21	0.2	0.2	0.2	0.2	0.2
TrinidadTobago	SocSecurityTax	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.1	0.1	0.11	0.11
Uruguay	SocSecurityTax	0.32	0.32	0.32	0.32	0.32	0.32	0.36	0.37	0.37	0.37	0.37	0.34	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.31	0.31	0.31
Venezuela	SocSecurityTax	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.23
Argentina	StdSocSecurityTax	0.03	0.03	0.03	0.03	0	0	0	0.02	0.02	0	0.11	0.13	0.13	0.13	0.13	0.13	0.13	0.47	0.32	0.32	0.32	0.32	0.32	0.32	0.32
Bolivia	StdSocSecurityTax	0.73	0.73	0.73	0.7	0.7	0.7	0.66	0.66	0.66	0.66	0.66	0.64	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67
Brasil	StdSocSecurityTax	0.48	0.48	0.48	0.48	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.45	0.45
Chile	StdSocSecurityTax	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7
Colombia	StdSocSecurityTax	0.71	0.71	0.71	0.71	0.69	0.59	0.59	0.59	0.55	0.59	0.54	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.41	0.4	0.39	0.37	0.37	0.37
CostaRica	StdSocSecurityTax	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.42
DominicanRep	StdSocSecurityTax	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.77	0.75	0.73	0.71	0.69	0.72	0.7	0.68
Ecuador	StdSocSecurityTax	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76
ElSalvador	StdSocSecurityTax	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.86	0.86	0.86	0.77	0.8	0.77	0.74	0.72	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71
Guatemala	StdSocSecurityTax	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.8	0.8	0.8	0.8	0.8	0.8	0.8
Honduras	StdSocSecurityTax	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89
Jamaica	StdSocSecurityTax	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mexico	StdSocSecurityTax	0.6	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.54	0.53	0.51	0.5	0.49	0.47	0.46	0.44	0.43	0.42	0.4	0.4	0.4
Nicaragua	StdSocSecurityTax	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71
Paraguay	StdSocSecurityTax	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63
Peru	StdSocSecurityTax	0.68	0.69	0.69	0.66	0.63	0.63	0.63	0.56	0.54	0.54	0.55	0.55	0.6	0.64	0.64	0.64	0.64	0.71	0.71	0.71	0.75	0.75	0.75	0.75	0.75
TrinidadTobago	StdSocSecurityTax	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.97	0.96	0.96	0.95	0.95
Uruguay	StdSocSecurityTax	0.49	0.49	0.49	0.49	0.49	0.49	0.41	0.39	0.39	0.39	0.39	0.45	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.52	0.52	0.52
Venezuela	StdSocSecurityTax	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.73	0.73	0.73	0.73	0.73	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.74	0.74	0.74	0.74	0.68
Argentina	MinimumWage	0.39	0.31	0.24	0.25	0.26	0.13	0.2	0.17	0.28	0.32	0.32	0.31	0.29	0.29	0.31	0.31	0.33	0.3	0.29	0.39	0.48	0.5	0.5	0.5	0.56
Bolivia	MinimumWage							0.51	0.51	0.56	0.6	0.57	0.54	0.54	0.61	0.67	0.68	0.76	0.79	0.75	0.68	0.63	0.59	0.58	0.56	0.63
Brasil	MinimumWage	0.33	0.33	0.28	0.27	0.28	0.27	0.34	0.29	0.29	0.26	0.25	0.25	0.25	0.27	0.26	0.27	0.29	0.29	0.3	0.29	0.3	0.32	0.32	0.32	0.34
Chile	MinimumWage	0.57	0.4	0.34	0.33	0.34	0.37	0.38	0.37	0.37	0.36	0.34	0.35	0.35	0.38	0.42	0.44	0.44	0.44	0.43	0.39	0.37	0.33	0.33	0.34	0.37
Colombia	MinimumWage	0.98	0.91	0.87	0.83	0.84	0.8	0.8	0.72	0.71	0.61	0.61	0.63	0.64	0.67	0.73	0.59	0.61	0.62	0.61	0.59	0.58	0.56	0.54	0.52	0.53
CostaRica	MinimumWage	0.84		0.88	0.81	0.9	0.82	0.81	0.75	0.76	0.74	0.71	0.73	0.73	0.71	0.66	0.69	0.71	0.71	0.69	0.67	0.66	0.63	0.6	0.58	0.65
DominicanRep	MinimumWage	1.08	1.14	1.06	1.11	1.12	1.24	0.84	0.93	0.83	0.83	0.83	0.8	0.77	0.76	0.81	0.78	0.85	0.76	0.67	0.67	0.71	0.62	0.61	0.56	0.58
Ecuador	MinimumWage										0.8	0.93	0.99	0.91	0.85	0.81	0.91	0.85	0.84	0.85	0.79	0.74	0.71	0.75	0.7	0.8
ElSalvador	MinimumWage	2.32	1.31	1.27	1.22	1.39	1.18	1.01	0.98	1.01	0.95	0.9	0.89	0.83	0.82	0.82	0.78	0.75	0.72	0.74	0.73	0.67	0.65	0.63	0.63	0.73
Guatemala	MinimumWage												0.68	0.61	0.61	0.63	0.64	0.78	0.78	0.85	0.93	0.87	0.89	0.84	0.81	0.85
Honduras	MinimumWage	1.19	1.17	1.11	1.19	1.37	1.14	1.13	1.22	1.16	0.97	0.97	0.96	0.99	1.02	1.04	0.9	0.97	0.99	1	1	0.99	0.99	0.98	0.99	1.58
Jamaica	MinimumWage	0.74	0.58	0.49	0.58	0.57	0.57	0.52	0.65	0.43	0.54	0.7	0.6	0.55	0.69	0.64	0.58	0.54	0.72	0.69	0.74	0.66	0.68	0.69	0.69	0.68
Mexico	MinimumWage	0.61	0.64	0.56	0.5	0.45	0.38	0.35	0.33	0.33	0.32	0.29	0.27	0.26	0.25	0.24	0.23	0.23	0.23	0.2	0.19	0.18	0.17	0.16	0.16	0.17
Nicaragua	MinimumWage							1.71	1.45	1.23	0.68	0.58	0.51	0.6	0.78	0.75	0.73	0.75	0.78	0.8	0.79	0.8	0.85	0.86	0.93	1.13
Paraguay	MinimumWage	0.78	0.77	0.78	0.92	0.94	0.88	0.82	0.74	0.78	0.74	0.79	0.69	0.65	0.66	0.64	0.73	0.73	0.72	0.71	0.66	0.62	0.61	0.56	0.51	0.5
Peru	MinimumWage	2.09	2.56	2.38	2.73	1.81	1.63	1.55	1.43	1.33	1.54	1.52	1.53	1.64	1.65	1.63	1.75	1.84	1.91	1.85	1.62	1.63	1.69	1.49	1.37	1.5
TrinidadTobago	MinimumWage														0.68	0.61	0.51	0.54	0.53	0.43	0.37	0.3	0.26	0.25	0.2	0.28
Uruguay	MinimumWage	0.48	0.44	0.39	0.34	0.33	0.29	0.26	0.24	0.21	0.19	0.18	0.17	0.15	0.14	0.15	0.15	0.16	0.16	0.14	0.13	0.21	0.23	0.23	0.23	0.26
Venezuela	MinimumWage	0.72	0.7	0.67	0.54	0.72	0.43	0.49	0.56	0.43	0.47	0.3	0.15	0.43	0.56	0.58	0.51	0.51	0.51	0.45	0.41	0.39	0.38	0.39	0.37	0.43
Argentina	StdMinimumWage	0.9	0.93	0.96	0.95	0.95	1	0.97	0.98	0.94	0.93	0.93	0.93	0.94	0.94	0.93	0.93	0.92	0.93	0.94	0.9	0.86	0.86	0.86	0.86	0.84
Bolivia	StdMinimumWage	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.83	0.82	0.83	0.84	0.84	0.81	0.79	0.79	0.76	0.75	0.76	0.79	0.81	0.82	0.83	0.84	0.81
Brasil	StdMinimumWage	0.92	0.92	0.94	0.95	0.94	0.94	0.92	0.94	0.94	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.94	0.94	0.93	0.94	0.93	0.93	0.93	0.93	0.92
Chile	StdMinimumWage	0.83	0.9	0.92	0.92	0.92	0.91	0.9	0.91	0.91	0.91	0.92	0.91	0.91	0.9	0.89	0.88	0.88	0.88	0.88	0.9	0.91	0.92	0.92	0.92	0.91
Colombia	StdMinimumWage	0.67	0.7	0.72	0.73	0.73	0.74	0.74	0.77	0.78	0.81	0.81	0.81	0.8	0.79	0.77	0.82	0.82	0.81	0.82	0.82	0.83	0.84	0.84	0.85	0.84
CostaRica	StdMinimumWage	0.73	0.71	0.71	0.74	0.7	0.73	0.74	0.76	0.76	0.76	0.78	0.77	0.77	0.78	0.8	0.79	0.78	0.78	0.78	0.79	0.8	0.81	0.82	0.82	0.8
DominicanRep	StdMinimumWage	0.63	0.61	0.64	0.62	0.62	0.57	0.73	0.69	0.73	0.73	0.73	0.74	0.75	0.76	0.74	0.75	0.72	0.76	0.79	0.79	0.78	0.81	0.82	0.84	0.83
Ecuador	StdMinimumWage	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.69	0.67	0.7	0.72	0.74	0.7	0.72	0.73	0.72	0.75	0.77	0.78	0.76	0.78	0.74
ElSalvador	StdMinimumWage	0.16	0.55	0.56	0.58	0.51	0.6	0.66	0.67	0.66	0.68	0.7	0.71	0.73	0.73	0.73	0.75	0.76	0.77	0.77	0.77	0.79	0.8	0.81	0.81	0.77
Guatemala	StdMinimumWage	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.81	0.81	0.81	0.8	0.75	0.75	0.72	0.69	0.71	0.71	0.73	0.74	0.72
Honduras	StdMinimumWage	0.59	0.6	0.62	0.59	0.52	0.61	0.62	0.58	0.6	0.68	0.68	0.68	0.67	0.66	0.65	0.7	0.68	0.67	0.66	0.66	0.67	0.67	0.67	0.67	0.44
Jamaica	StdMinimumWage	0.76	0.83	0.86	0.83	0.83	0.83	0.85	0.8	0.88	0.84	0.78	0.82	0.84	0.78	0.8	0.83	0.84	0.77	0.78	0.77	0.8	0.79	0.78	0.78	0.79
Mexico	StdMinimumWage	0.81	0.81	0.83	0.86	0.88	0.9	0.92	0.92	0.92	0.93	0.94	0.95	0.95	0.95	0.96	0.96	0.96	0.96	0.97	0.98	0.98	0.98	0.99	0.99	0.98
Nicaragua	StdMinimumWage	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.49	0.58	0.79	0.83	0.85	0.82	0.75	0.76	0.77	0.76	0.75	0.74	0.75	0.74	0.72	0.72	0.69	0.61
Paraguay	StdMinimumWage	0.75	0.75	0.75	0.69	0.69	0.71	0.73	0.77	0.75	0.76	0.74	0.79	0.8	0.8	0.8	0.77	0.77	0.77	0.78	0.8	0.81	0.82	0.83	0.85	0.86
Peru	StdMinimumWage	0.24	0.06	0.14	0	0.36	0.42	0.45	0.5	0.54	0.46	0.47	0.46	0.42	0.41	0.42	0.38	0.34	0.32	0.34	0.43	0.42	0.4	0.48	0.52	0.47
TrinidadTobago	StdMinimumWage	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.82	0.85	0.84	0.84	0.89	0.91	0.93	0.95	0.95	0.97	0.94
Uruguay	StdMinimumWage	0.86	0.88	0.9	0.92	0.92	0.94	0.95	0.96	0.97	0.98	0.98	0.98	0.99	0.99	0.99	0.99	0.99	0.99	1	1	0.97	0.96	0.96	0.96	0.95
Venezuela	StdMinimumWage	0.77	0.78	0.79	0.84	0.77	0.88	0.86	0.84	0.88	0.87	0.93	0.99	0.89	0.83	0.83	0.85	0.85	0.85	0.88	0.89	0.9	0.9	0.9	0.91	0.88
