Country	Variable	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009
ElSalvador	StdCorporateIncomeTax	0.36	0.36	0.36	0.36	0.36	0.45	0.45	0.36	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55
Guatemala	StdCorporateIncomeTax	0.24	0.24	0.24	0.38	0.38	0.38	0.38	0.38	0.55	0.55	0.55	0.55	0.36	0.36	0.36	0.55	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44
Honduras	StdCorporateIncomeTax	0.16	0.16	0.16	0.16	0.16	0.16	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.27	0.55	0.55	0.55	0.55	0.55	0.55	0.45	0.45	0.45	0.45	0.55
Jamaica	StdCorporateIncomeTax	0.18	0.18	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.4	0.4	0.4	0.4	0.39	0.39	0.39	0.39	0.39
Mexico	StdCorporateIncomeTax	0.24	0.24	0.35	0.35	0.33	0.35	0.36	0.36	0.36	0.38	0.38	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.38	0.4	0.45	0.47	0.49	0.49	0.49
Nicaragua	StdCorporateIncomeTax	0.18	0.18	NA	NA	NA	NA	0.09	0.35	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45
Paraguay	StdCorporateIncomeTax	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.64	0.82	0.82	0.82	0.82
Peru	StdCorporateIncomeTax	0	0.27	0.36	0.36	0.36	0.36	0.36	0.36	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.51	0.45	0.45	0.45	0.45	0.45	0.45
TrinidadTobago	StdCorporateIncomeTax	0.09	0.09	0.1	0.1	0.18	0.27	0.27	0.27	0.18	0.18	0.31	0.31	0.31	0.31	0.31	0.36	0.36	0.36	0.38	0.45	0.55	0.55	0.55	0.55	0.55
Uruguay	StdCorporateIncomeTax	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.55	0.55	0.55
Venezuela	StdCorporateIncomeTax	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.45	0.45	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38
Argentina	IncomeTaxProductivity	0.03	0.04	0.04	0.04	0.06	0.03	0.04	0.05	0.07	0.08	0.08	0.09	0.1	0.11	0.12	0.11	0.11	0.09	0.12	0.15	0.16	0.15	0.16	0.15	0.14
Bolivia	IncomeTaxProductivity	0.01	0.01	0.06	0.13	0.15	0.16	0.18	0.19	0.18	0.17	0.06	0.1	0.1	0.11	0.11	0.1	0.09	0.09	0.09	0.11	0.14	0.16	0.16	0.2	0.21
Brasil	IncomeTaxProductivity	0.09	0.09	0.08	0.09	0.12	0.15	0.11	0.13	0.14	0.19	0.14	0.15	0.16	0.16	0.14	0.14	0.14	0.18	0.17	0.17	0.19	0.19	0.21	0.22	0.2
Chile	IncomeTaxProductivity	0.18	0.18	0.16	0.22	0.17	0.15	0.15	0.14	0.13	0.14	0.15	0.16	0.14	0.13	0.12	0.14	0.15	0.17	0.17	0.2	0.27	0.37	0.35	0.29	0.19
Colombia	IncomeTaxProductivity	0.07	0.11	0.12	0.12	0.13	0.11	0.15	0.15	0.12	0.11	0.12	0.11	0.13	0.12	0.13	0.1	0.13	0.13	0.13	0.15	0.15	0.16	0.17	0.17	0.18
CostaRica	IncomeTaxProductivity	0.05	0.05	0.08	0.08	0.08	0.08	0.06	0.05	0.07	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.11	0.11	0.12	0.12	0.12	0.12	0.14	0.16	0.15
DominicanRep	IncomeTaxProductivity	0.03	0.04	0.04	0.04	0.05	0.05	0.03	0.07	0.08	0.08	0.09	0.09	0.1	0.1	0.11	0.11	0.15	0.14	0.13	0.11	0.12	0.12	0.17	0.15	0.13
Ecuador	IncomeTaxProductivity	0.04	0.05	0.05	0.05	0.06	0.06	0.07	0.07	0.06	0.07	0.08	0.07	0.07	0.07	0.03	0.07	0.11	0.11	0.11	0.12	0.14	0.14	0.15	0.15	0.16
ElSalvador	IncomeTaxProductivity	0.05	0.07	0.06	0.05	0.05	0.05	0.06	0.04	0.08	0.1	0.12	0.11	0.11	0.11	0.11	0.12	0.11	0.12	0.12	0.12	0.14	0.15	0.17	0.17	0.16
Guatemala	IncomeTaxProductivity	0.02	0.02	0.03	0.06	0.05	0.04	0.09	0.05	0.07	0.05	0.06	0.08	0.06	0.06	0.07	0.08	0.08	0.1	0.1	0.09	0.09	0.11	0.11	0.11	0.1
Honduras	IncomeTaxProductivity	0.06	0.06	0.07	0.07	0.06	0.06	0.07	0.09	0.08	0.07	0.1	0.1	0.09	0.11	0.12	0.11	0.12	0.12	0.11	0.14	0.14	0.17	0.19	0.19	0.19
Jamaica	IncomeTaxProductivity	0.16	0.21	0.29	0.28	0.28	0.29	0.24	0.28	0.28	0.31	0.3	0.3	0.3	0.31	0.29	0.32	0.3	0.29	0.33	0.34	0.32	0.32	0.35	0.36	0.37
Mexico	IncomeTaxProductivity	0.08	0.08	0.08	0.11	0.12	0.13	0.13	0.15	0.16	0.15	0.12	0.11	0.12	0.13	0.14	0.13	0.13	0.14	0.13	0.12	0.14	0.15	0.17	0.18	0.17
Nicaragua	IncomeTaxProductivity	0.02	0.03	NA	NA	NA	NA	0.05	0.09	0.09	0.04	0.06	0.06	0.07	0.07	0.07	0.08	0.08	0.09	0.13	0.15	0.16	0.17	0.18	0.19	0.21
Paraguay	IncomeTaxProductivity	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.1	0.1	0.15	0.17	0.16	0.15	0.15	0.15	0.13	0.11	0.12	0.11	0.14	0.2	0.38	0.2	0.21	0.31
Peru	IncomeTaxProductivity	0.03	0.07	0.05	0.08	0.04	0.02	0.02	0.04	0.06	0.09	0.1	0.12	0.12	0.12	0.1	0.11	0.12	0.11	0.13	0.13	0.14	0.2	0.23	0.22	0.18
TrinidadTobago	IncomeTaxProductivity	0.2	0.18	0.16	0.21	0.17	0.14	0.18	0.21	0.2	0.18	0.22	0.24	0.24	0.19	0.22	0.2	0.24	0.23	0.24	0.26	0.32	0.29	0.28	0.31	0.36
Uruguay	IncomeTaxProductivity	0.16	0.1	0.12	0.13	0.09	0.09	0.09	0.1	0.12	0.13	0.15	0.22	0.2	0.22	0.21	0.21	0.2	0.22	0.23	0.23	0.22	0.25	0.15	0.2	0.2
Venezuela	IncomeTaxProductivity	0.3	0.2	0.22	0.22	0.27	0.33	0.32	0.25	0.31	0.25	0.19	0.23	0.28	0.1	0.12	0.17	0.13	0.09	0.1	0.11	0.18	0.21	0.23	0.17	0.16
Argentina	StdIncomeTaxProductivity	0.06	0.07	0.1	0.1	0.15	0.06	0.1	0.11	0.16	0.2	0.2	0.21	0.24	0.27	0.3	0.28	0.28	0.21	0.31	0.38	0.4	0.38	0.39	0.38	0.36
Bolivia	StdIncomeTaxProductivity	0	0.01	0.15	0.31	0.39	0.4	0.46	0.49	0.46	0.44	0.14	0.24	0.26	0.26	0.28	0.24	0.22	0.23	0.23	0.28	0.36	0.4	0.4	0.51	0.53
Brasil	StdIncomeTaxProductivity	0.22	0.22	0.2	0.22	0.3	0.37	0.27	0.33	0.34	0.48	0.35	0.37	0.41	0.41	0.35	0.35	0.36	0.45	0.43	0.43	0.5	0.49	0.53	0.57	0.51
Chile	StdIncomeTaxProductivity	0.47	0.47	0.41	0.57	0.43	0.38	0.37	0.37	0.32	0.34	0.39	0.41	0.36	0.33	0.29	0.35	0.38	0.43	0.44	0.52	0.7	0.96	0.91	0.76	0.5
Colombia	StdIncomeTaxProductivity	0.18	0.28	0.31	0.31	0.32	0.28	0.38	0.39	0.31	0.29	0.29	0.29	0.32	0.31	0.32	0.26	0.33	0.32	0.33	0.38	0.38	0.4	0.43	0.43	0.47
CostaRica	StdIncomeTaxProductivity	0.12	0.1	0.2	0.21	0.2	0.2	0.14	0.12	0.17	0.2	0.19	0.19	0.18	0.21	0.25	0.23	0.27	0.28	0.3	0.3	0.31	0.31	0.36	0.4	0.38
DominicanRep	StdIncomeTaxProductivity	0.07	0.08	0.08	0.09	0.11	0.1	0.07	0.16	0.18	0.19	0.22	0.21	0.24	0.24	0.27	0.28	0.37	0.35	0.33	0.27	0.29	0.3	0.42	0.39	0.34
Ecuador	StdIncomeTaxProductivity	0.08	0.11	0.11	0.1	0.14	0.15	0.16	0.15	0.14	0.16	0.19	0.18	0.17	0.17	0.05	0.16	0.28	0.27	0.27	0.29	0.34	0.37	0.39	0.37	0.42
ElSalvador	StdIncomeTaxProductivity	0.12	0.17	0.15	0.12	0.11	0.11	0.13	0.1	0.2	0.25	0.29	0.27	0.26	0.26	0.29	0.3	0.28	0.29	0.3	0.31	0.36	0.39	0.42	0.42	0.42
Guatemala	StdIncomeTaxProductivity	0.04	0.04	0.07	0.14	0.12	0.1	0.21	0.13	0.18	0.1	0.14	0.18	0.15	0.14	0.16	0.19	0.21	0.25	0.24	0.22	0.23	0.27	0.26	0.26	0.25
Honduras	StdIncomeTaxProductivity	0.14	0.14	0.15	0.16	0.15	0.15	0.18	0.22	0.2	0.18	0.24	0.25	0.23	0.27	0.29	0.28	0.3	0.29	0.28	0.34	0.36	0.42	0.48	0.48	0.48
Jamaica	StdIncomeTaxProductivity	0.41	0.54	0.74	0.73	0.73	0.75	0.63	0.74	0.72	0.8	0.79	0.78	0.78	0.8	0.76	0.82	0.78	0.75	0.86	0.89	0.83	0.84	0.9	0.94	0.96
Mexico	StdIncomeTaxProductivity	0.19	0.19	0.2	0.27	0.29	0.32	0.33	0.37	0.4	0.38	0.29	0.28	0.31	0.32	0.34	0.32	0.33	0.34	0.33	0.3	0.35	0.38	0.42	0.46	0.44
Nicaragua	StdIncomeTaxProductivity	0.04	0.05	NA	NA	NA	NA	0.12	0.23	0.21	0.1	0.13	0.14	0.17	0.17	0.18	0.18	0.19	0.23	0.33	0.38	0.41	0.44	0.47	0.48	0.53
Paraguay	StdIncomeTaxProductivity	0.09	0.09	0.1	0.09	0.09	0.08	0.09	0.24	0.26	0.37	0.42	0.41	0.37	0.37	0.39	0.32	0.27	0.29	0.27	0.35	0.52	1	0.51	0.55	0.8
Peru	StdIncomeTaxProductivity	0.06	0.16	0.11	0.18	0.09	0.03	0.04	0.09	0.14	0.21	0.24	0.3	0.3	0.29	0.24	0.27	0.3	0.26	0.33	0.32	0.36	0.52	0.59	0.56	0.45
TrinidadTobago	StdIncomeTaxProductivity	0.52	0.46	0.41	0.53	0.43	0.36	0.47	0.54	0.52	0.47	0.58	0.62	0.62	0.48	0.57	0.52	0.63	0.59	0.63	0.68	0.83	0.74	0.72	0.81	0.93
Uruguay	StdIncomeTaxProductivity	0.4	0.24	0.29	0.32	0.22	0.23	0.21	0.25	0.31	0.32	0.39	0.56	0.53	0.56	0.54	0.54	0.5	0.57	0.59	0.6	0.56	0.64	0.37	0.51	0.52
Venezuela	StdIncomeTaxProductivity	0.78	0.52	0.56	0.58	0.7	0.86	0.84	0.65	0.79	0.66	0.5	0.59	0.74	0.25	0.31	0.44	0.34	0.22	0.25	0.28	0.46	0.53	0.59	0.45	0.42
Argentina	VATproductivity	0.17	0.17	0.17	0.13	0.14	0.22	0.24	0.33	0.4	0.4	0.34	0.35	0.34	0.34	0.34	0.34	0.31	0.33	0.34	0.34	0.34	0.37	0.39	0.4	0.44
Bolivia	VATproductivity	0.03	0.02	0.1	0.18	0.18	0.15	0.16	0.17	0.18	0.21	0.19	0.22	0.22	0.22	0.2	0.23	0.24	0.27	0.3	0.3	0.29	0.33	0.35	0.38	0.34
Brasil	VATproductivity	0.29	0.31	0.3	0.29	0.39	0.52	0.42	0.41	0.42	0.52	0.44	0.42	0.4	0.39	0.39	0.43	0.44	0.47	0.46	0.48	0.48	0.49	0.49	0.51	0.46
Chile	VATproductivity	0.65	0.67	0.66	1.05	0.76	0.64	0.65	0.68	0.69	0.68	0.68	0.7	0.71	0.69	0.68	0.71	0.7	0.73	0.69	0.73	0.74	0.72	0.76	0.79	0.69
Colombia	VATproductivity	0.21	0.27	0.29	0.3	0.31	0.22	0.25	0.27	0.27	0.29	0.29	0.33	0.32	0.31	0.32	0.27	0.29	0.29	0.32	0.33	0.34	0.35	0.38	0.39	0.38
CostaRica	VATproductivity	0.25	0.31	0.29	0.19	0.18	0.28	0.28	0.31	0.26	0.28	0.28	0.24	0.23	0.27	0.26	0.26	0.28	0.28	0.27	0.28	0.29	0.32	0.34	0.3	0.23
DominicanRep	VATproductivity	0.17	0.16	0.21	0.22	0.25	0.25	0.16	0.17	0.19	0.21	0.16	0.17	0.2	0.2	0.22	0.23	0.35	0.35	0.21	0.2	0.19	0.19	0.2	0.18	0.18
Ecuador	VATproductivity	0.19	0.25	0.25	0.25	0.21	0.25	0.26	0.26	0.25	0.24	0.26	0.26	0.24	0.25	0.29	0.45	0.51	0.51	0.48	0.44	0.42	0.42	0.43	0.42	0.47
ElSalvador	VATproductivity	NA	NA	NA	NA	NA	NA	NA	0.2	0.23	0.23	0.2	0.21	0.21	0.22	0.22	0.21	0.23	0.23	0.24	0.23	0.24	0.26	0.25	0.24	0.23
Guatemala	VATproductivity	0.16	0.16	0.19	0.19	0.19	0.18	0.18	0.21	0.21	0.18	0.21	0.21	0.22	0.21	0.23	0.23	0.25	0.27	0.26	0.23	0.19	0.21	0.24	0.22	0.21
Honduras	VATproductivity	0.41	0.4	0.43	0.47	0.53	0.82	0.61	0.63	0.68	0.7	0.78	0.78	0.84	1.06	0.74	0.57	0.52	0.52	0.57	0.58	0.58	0.6	0.65	0.66	0.56
Jamaica	VATproductivity	NA	NA	NA	NA	NA	NA	0.72	0.95	0.92	0.91	1.01	0.93	0.79	0.82	0.79	0.75	0.74	0.71	0.77	0.75	0.73	0.68	0.64	0.59	0.69
Mexico	VATproductivity	0.3	0.28	0.3	0.33	0.3	0.35	0.32	0.38	0.37	0.38	0.28	0.29	0.32	0.31	0.33	0.34	0.34	0.34	0.34	0.34	0.35	0.38	0.37	0.39	0.35
Nicaragua	VATproductivity	0.18	NA	NA	0.05	0.08	0.2	0.16	0.25	0.33	0.21	0.14	0.15	0.17	0.2	0.22	0.22	0.21	0.19	0.19	0.2	0.2	0.21	0.22	0.8	0.73
Paraguay	VATproductivity	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.59	0.64	0.6	0.64	0.66	0.59	0.59	0.58	0.58	0.64	0.67	0.73	0.76	0.77	0.77	0.8
Peru	VATproductivity	0.37	0.34	0.28	0.46	0.25	0.12	0.16	0.16	0.21	0.28	0.28	0.27	0.3	0.3	0.29	0.29	0.28	0.29	0.31	0.31	0.32	0.34	0.35	0.35	0.36
TrinidadTobago	VATproductivity	NA	NA	NA	NA	NA	0.49	0.51	0.45	0.46	0.53	0.54	0.52	0.49	0.47	0.46	0.43	0.54	0.5	0.42	0.46	0.64	0.5	0.49	0.62	0.69
Uruguay	VATproductivity	0.24	0.25	0.24	0.26	0.25	0.25	0.27	0.28	0.28	0.27	0.29	0.29	0.29	0.31	0.3	0.28	0.27	0.31	0.33	0.31	0.32	0.32	0.35	0.35	0.36
Venezuela	VATproductivity	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.3	0.4	0.47	0.52	0.59	0.55	0.55	0.53	0.54	0.53	0.79	0.92	1.01	0.77	0.99	1.03
Argentina	StdVATproductivity	0.14	0.15	0.14	0.11	0.12	0.19	0.21	0.3	0.37	0.36	0.31	0.31	0.3	0.31	0.31	0.31	0.28	0.3	0.3	0.31	0.31	0.34	0.36	0.37	0.4
Bolivia	StdVATproductivity	0.01	0	0.07	0.15	0.15	0.12	0.13	0.14	0.15	0.18	0.16	0.2	0.19	0.19	0.17	0.21	0.21	0.24	0.27	0.27	0.26	0.3	0.32	0.35	0.31
Brasil	StdVATproductivity	0.26	0.28	0.27	0.26	0.36	0.48	0.38	0.38	0.38	0.48	0.41	0.39	0.37	0.36	0.36	0.39	0.41	0.44	0.42	0.44	0.45	0.45	0.45	0.47	0.43
Chile	StdVATproductivity	0.6	0.63	0.62	0.99	0.71	0.6	0.61	0.64	0.65	0.63	0.64	0.66	0.67	0.64	0.63	0.66	0.66	0.68	0.65	0.69	0.69	0.67	0.71	0.74	0.65
Colombia	StdVATproductivity	0.19	0.24	0.26	0.27	0.27	0.19	0.22	0.24	0.24	0.26	0.26	0.29	0.29	0.28	0.29	0.24	0.26	0.26	0.29	0.3	0.31	0.32	0.35	0.35	0.35
CostaRica	StdVATproductivity	0.22	0.28	0.26	0.16	0.16	0.25	0.25	0.28	0.23	0.25	0.25	0.21	0.2	0.24	0.23	0.23	0.25	0.25	0.24	0.25	0.26	0.28	0.31	0.27	0.2
DominicanRep	StdVATproductivity	0.14	0.13	0.19	0.19	0.22	0.22	0.13	0.15	0.16	0.18	0.13	0.14	0.17	0.17	0.19	0.2	0.32	0.32	0.18	0.18	0.16	0.16	0.17	0.16	0.16
Ecuador	StdVATproductivity	0.16	0.22	0.22	0.23	0.19	0.22	0.23	0.23	0.22	0.22	0.23	0.24	0.21	0.22	0.26	0.42	0.47	0.47	0.44	0.41	0.39	0.38	0.4	0.38	0.43
ElSalvador	StdVATproductivity	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.17	0.2	0.2	0.17	0.18	0.18	0.19	0.19	0.19	0.2	0.2	0.21	0.2	0.21	0.23	0.22	0.21	0.2
Guatemala	StdVATproductivity	0.13	0.14	0.16	0.17	0.17	0.15	0.15	0.18	0.18	0.16	0.18	0.18	0.19	0.18	0.21	0.2	0.22	0.24	0.23	0.2	0.17	0.18	0.22	0.19	0.18
Honduras	StdVATproductivity	0.38	0.36	0.39	0.43	0.5	0.77	0.57	0.58	0.63	0.65	0.73	0.73	0.79	1	0.69	0.53	0.48	0.48	0.53	0.54	0.54	0.56	0.61	0.62	0.52
Jamaica	StdVATproductivity	0.34	0.34	0.34	0.34	0.34	0.34	0.68	0.9	0.87	0.86	0.95	0.88	0.74	0.77	0.74	0.7	0.7	0.67	0.73	0.71	0.68	0.64	0.6	0.55	0.65
Mexico	StdVATproductivity	0.27	0.25	0.27	0.3	0.27	0.31	0.29	0.34	0.33	0.35	0.25	0.26	0.29	0.28	0.3	0.31	0.31	0.3	0.3	0.3	0.31	0.35	0.34	0.35	0.32
Nicaragua	StdVATproductivity	0.15	NA	NA	0.03	0.06	0.17	0.14	0.22	0.3	0.18	0.11	0.12	0.15	0.17	0.19	0.19	0.19	0.17	0.16	0.17	0.17	0.19	0.19	0.76	0.69
Paraguay	StdVATproductivity	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.42	0.55	0.6	0.56	0.6	0.62	0.55	0.54	0.54	0.54	0.6	0.63	0.68	0.71	0.72	0.73	0.75
Peru	StdVATproductivity	0.34	0.31	0.25	0.42	0.22	0.09	0.13	0.13	0.18	0.25	0.25	0.24	0.27	0.27	0.26	0.26	0.25	0.26	0.28	0.28	0.29	0.31	0.31	0.32	0.33
TrinidadTobago	StdVATproductivity	0.23	0.23	0.23	0.23	0.23	0.45	0.48	0.42	0.43	0.49	0.5	0.48	0.45	0.44	0.43	0.4	0.51	0.47	0.38	0.43	0.6	0.46	0.45	0.58	0.64
Uruguay	StdVATproductivity	0.21	0.22	0.21	0.23	0.22	0.22	0.24	0.25	0.25	0.24	0.26	0.26	0.26	0.28	0.27	0.25	0.24	0.28	0.29	0.28	0.29	0.29	0.31	0.32	0.33
Venezuela	StdVATproductivity	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.06	0.27	0.36	0.44	0.48	0.55	0.51	0.51	0.49	0.5	0.5	0.74	0.86	0.96	0.73	0.93	0.97
