Country,Year,PartyCode,Term,CorrectTerm,PartyAcronym,Party,Seat.ShareLH,Seat.ShareUH,Ideology.Score,TermUpper,TermPres
Ecuador,1996,7,1996-1998,1996-1998,MPD,MPD: MOVIMIENTO POPULAR DEMOCRATICO,0.014492754,NA,1.6,NA,1996-1998
Ecuador,1996,8,1996-1998,1996-1998,Other,OTROS PARTIDOS,0.115942029,NA,NA,NA,1996-1998
Ecuador,1998,1,1998-2002,1998-2002,PSC,PSC: PARTIDO SOCIAL CRISTIANO,0.230769231,NA,18.8,NA,1998-2002
Ecuador,1998,2,1998-2002,1998-2002,DP,DP: DEMOCRACIA POPULAR,0.266,NA,12.2,NA,1998-2002
Ecuador,1998,3,1998-2002,1998-2002,PRE,PRE: PARTIDO ROLDOSISTA ECUATORIANO,0.21978022,NA,11.8,NA,1998-2002
Ecuador,1998,4,1998-2002,1998-2002,ID,ID: IZQUIERDA DEMOCRATICA,0.131868132,NA,6.4,NA,1998-2002
Ecuador,1998,5,1998-2002,1998-2002,MUPP-NP,MUPP-NP:MOVIMIENTO UNIFICADO PLURINACIONAL,0.041,NA,3.6,NA,1998-2002
Ecuador,1998,7,1998-2002,1998-2002,MPD,MPD: MOVIMIENTO POPULAR DEMOCRATICO,0.010989011,NA,1.6,NA,1998-2002
Ecuador,1998,8,1998-2002,1998-2002,Other,OTROS PARTIDOS,0.099593407,NA,NA,NA,1998-2002
Ecuador,2002,1,2002-2006,2002-2006,PSC,PSC: PARTIDO SOCIAL CRISTIANO,0.26,NA,18.8,NA,2002-2007
Ecuador,2002,2,2002-2006,2002-2006,DP-UDC,DP-UDC: DEMOCRACIA POPULAR-UNION DEMOCRATA,0.04,NA,12.2,NA,2002-2007
Ecuador,2002,3,2002-2006,2002-2006,PRE,PRE: PARTIDO ROLDOSISTA ECUATORIANO,0.15,NA,11.8,NA,2002-2007
Ecuador,2002,4,2002-2006,2002-2006,ID,ID: IZQUIERDA DEMOCRATICA,0.16,NA,6.4,NA,2002-2007
Ecuador,2002,5,2002-2006,2002-2006,MUPP-NP,MUPP-NP:MOVIMIENTO UNIDAD PLURINACIONAL,0.11,NA,3.6,NA,2002-2007
Ecuador,2002,6,2002-2006,2002-2006,PRIAN,PRIAN: PARTIDO RENOVADOR INSTITUCIONAL ACCION,0.1,NA,18,NA,2002-2007
Ecuador,2002,7,2002-2006,2002-2006,MPD,MPD: MOVIMIENTO POPULAR DEMOCRATICO,0.03,NA,1.6,NA,2002-2007
Ecuador,2002,8,2002-2006,2002-2006,PSP,PSP: PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO,0.06,NA,12.2,NA,2002-2007
Ecuador,2002,9,2002-2006,2002-2006,PS-FA,PS-FA: PARTIDOS SOCIALISTA - FRENTE AMPLIO,0.03,NA,3.6,NA,2002-2007
Ecuador,2002,10,2002-2006,2002-2006,CFP,CFP: CONCENTRACION DE FUERZAS POPULARES,0.01,NA,11.6,NA,2002-2007
Ecuador,2002,11,2002-2006,2002-2006,PL,PL: PARTIDO LIBERTAD,0.01,NA,11.6,NA,2002-2007
Ecuador,2002,12,2002-2006,2002-2006,MPS,MPS: MOVIMIENTO PATRIA SOLIDARIA,0.01,NA,15,NA,2002-2007
Ecuador,2002,13,2002-2006,2002-2006,MIP,MIP: MOVIMIENTO INTEGRACION PROVINCIAL,0.01,NA,NA,NA,2002-2007
Ecuador,2002,14,2002-2006,2002-2006,TD,TD: TRANSFORMACION DEMOCRATICA,0.01,NA,NA,NA,2002-2007
Ecuador,2002,15,2002-2006,2002-2006,MIRE,MIRE: MOVIMIENTO INTEGRACION REGIONAL ECUATORIANO,0.01,NA,NA,NA,2002-2007
Ecuador,2006,1,2007-2008,2007-2008,MPAIS,MPAIS: MOVIMIENTO PATRIA ALTIVVA Y SOBERANA,0.6,NA,4.2,NA,2007-2008
Ecuador,2006,2,2007-2008,2007-2008,PSP,PSP: PARTIDO SOCIEDAD PATRIOTICA,0.14,NA,12.2,NA,2007-2008
Ecuador,2006,3,2007-2008,2007-2008,PRIAN,PRIAN:PARTIDO RENOVADOR INSTITUCIONAL DE ACCION NACIONAL,0.06,NA,18,NA,2007-2008
Ecuador,2006,4,2007-2008,2007-2008,PSC,PSC: PARTIDO SOCIAL CRISTIANO,0.04,NA,18.8,NA,2007-2008
Ecuador,2006,5,2007-2008,2007-2008,ID,ID: IZQUIERDA DEMOCRATICA,0.01,NA,6.4,NA,2007-2008
Ecuador,2006,6,2007-2008,2007-2008,MUPP-NP,MUPP-NP: MOVIMIENTO UNIFICADO PLURINACIONAL,0.04,NA,3.6,NA,2007-2008
Ecuador,2006,7,2007-2008,2007-2008,RED,RED: RED ETICA Y DEMOCRACIA,0.03,NA,NA,NA,2007-2008
Ecuador,2006,8,2007-2008,2007-2008,MPD,MPD: MOVIMIENTO POPULAR DEMOCRATICO,0.02,NA,1.6,NA,2007-2008
Ecuador,2006,9,2007-2008,2007-2008,MPC,MPC,0.01,NA,NA,NA,2007-2008
Ecuador,2006,11,2007-2008,2007-2008,MCIFY,MCIFY,0.01,NA,NA,NA,2007-2008
Ecuador,2006,12,2007-2008,2007-2008,MNH,MNH,0.01,NA,NA,NA,2007-2008
Ecuador,2006,13,2007-2008,2007-2008,UNO,UNO,0.01,NA,NA,NA,2007-2008
Ecuador,2009,1,2009-2012,2009-2012,MPAIS,MPAIS: MOVIMIENTO PATRIA ALTIVVA Y SOBERANA,0.4758065,NA,4.2,NA,2009-2012
Ecuador,2009,2,2009-2012,2009-2012,PSP,PSP: PARTIDO SOCIEDAD PATRIOTICA,0.1532258,NA,12.2,NA,2009-2012
Ecuador,2009,3,2009-2012,2009-2012,PRIAN,PRIAN:PARTIDO RENOVADOR INSTITUCIONAL DE ACCION NACIONAL,0.05645161,NA,18,NA,2009-2012
Ecuador,2009,4,2009-2012,2009-2012,PSC,PSC: PARTIDO SOCIAL CRISTIANO,0.03225806,NA,18.8,NA,2009-2012
Ecuador,2009,5,2009-2012,2009-2012,MPD,MOVIMIENTO POPULAR DEMOCRATICO,0.04032258,NA,1.6,NA,2009-2012
Ecuador,2009,6,2009-2012,2009-2012,MMIN,MOVIMIENTO MUNICIPALISTA,0.04032258,NA,15,NA,2009-2012
Ecuador,2009,7,2009-2012,2009-2012,Other,Otros Partidos,0.20161287,NA,NA,NA,2009-2012
El Salvador,1994,1,1994-1997,1994-1997,ARENA,ARENA: ALIANZA REPUBLICANA NACIONALISTA,0.488095238,NA,18.5,NA,1994-1999
El Salvador,1994,2,1994-1997,1994-1997,FMLN,FMLN: FRENTE FARABUNDO MARTI DE LIBERACION NACIONAL,0.25,NA,2,NA,1994-1999
El Salvador,1994,3,1994-1997,1994-1997,PCN,PCN: PARTIDO DE CONCILIACION NACIONAL,0.047619048,NA,17.1,NA,1994-1999
El Salvador,1994,4,1994-1997,1994-1997,PDC,PDC: PARTIDO DEMOCRATA CRISTIANO,0.214285714,NA,15,NA,1994-1999
El Salvador,1997,1,1997-2000,1997-2000,ARENA,Arena,0.333333333,NA,18.5,NA,1994-1999
El Salvador,1997,2,1997-2000,1997-2000,FMLN,FMLN,0.3214,NA,2,NA,1994-1999
El Salvador,1997,3,1997-2000,1997-2000,PCN,PCN,0.131,NA,17.1,NA,1994-1999
El Salvador,1997,4,1997-2000,1997-2000,PDC,PDC,0.0952,NA,15,NA,1994-1999
El Salvador,1997,5,1997-2000,1997-2000,FLP,FLP,0.083,NA,NA,NA,1994-1999
El Salvador,1997,8,1997-2000,1997-2000,PD,PD,0.012266667,NA,NA,NA,1994-1999
El Salvador,1997,9,1997-2000,1997-2000,PLD,PLD,0.0238,NA,NA,NA,1994-1999
El Salvador,2000,1,2000-2003,2000-2003,ARENA,ARENA: ALIANZA REPUBLICANA NACIONALISTA,0.345238095,NA,18.5,NA,1999-2004
El Salvador,2000,2,2000-2003,2000-2003,FMLN,FMLN: FRENTE FARABUNDO MARTI DE LIBERACION NACIONAL,0.369047619,NA,2,NA,1999-2004
El Salvador,2000,3,2000-2003,2000-2003,PCN,PCN: PARTIDO DE CONCILIACION NACIONAL,0.154761905,NA,17.1,NA,1999-2004
El Salvador,2000,5,2000-2003,2000-2003,Other,OTROS PARTIDOS,0.130952381,NA,NA,NA,1999-2004
El Salvador,2003,1,2003-2006,2003-2006,ARENA,ARENA: ALIANZA REPUBLICANA NACIONALISTA,0.321428571,NA,18.5,NA,1999-2004
El Salvador,2003,2,2003-2006,2003-2006,FMLN,FMLN: FRENTE FARABUNDO MARTI PARA LA LIBERACION NACIONAL,0.369047619,NA,2,NA,1999-2004
El Salvador,2003,3,2003-2006,2003-2006,PCN,PCN: PARTIDO DE CONCILIACION NACIONAL,0.19047619,NA,17.1,NA,1999-2004
El Salvador,2003,4,2003-2006,2003-2006,CDU,CDU: CENTRO DEMOCRATICO UNIDO,0.05952381,NA,2,NA,1999-2004
El Salvador,2003,5,2003-2006,2003-2006,PDC,PDC: PARTIDO DEMOCRATA CRISTIANO,0.05952381,NA,15,NA,1999-2004
El Salvador,2006,1,2006-2009,2006-2009,ARENA,ARENA: ALIANZA REPUBLICANA NACIONALISTA,0.404761905,NA,18.5,NA,2004-2009
El Salvador,2006,2,2006-2009,2006-2009,FMLN,FMLN: FRENTE FARABUNDO MARTI PARA LA LIBERACION NACIONAL,0.380952381,NA,2,NA,2004-2009
El Salvador,2006,3,2006-2009,2006-2009,PCN,PCN: PARTIDO DE CONCILIACION NACIONAL,0.119047619,NA,17.1,NA,2004-2009
El Salvador,2006,4,2006-2009,2006-2009,CD,CD: CAMBIO DEMOCRATICO,0.0238,NA,2,NA,2004-2009
El Salvador,2006,5,2006-2009,2006-2009,PDC,PDC: PARTIDO DEMOCRATA CRISTIANO,0.071428571,NA,15,NA,2004-2009
El Salvador,2009,1,2009-2011,2009-2011,ARENA,ARENA: ALIANZA REPUBLICANA NACIONALISTA,0.3809524,NA,18.5,NA,2009-2014
El Salvador,2009,2,2009-2011,2009-2011,FMLN,FMLN: FRENTE FARABUNDO MARTI PARA LA LIBERACION NACIONAL,0.4166667,NA,2,NA,2009-2014
El Salvador,2009,3,2009-2011,2009-2011,PCN,PCN: PARTIDO DE CONCILIACION NACIONAL,0.1309524,NA,17.1,NA,2009-2014
El Salvador,2009,4,2009-2011,2009-2011,CD,CD: CAMBIO DEMOCRATICO,0.01190476,NA,2,NA,2009-2014
El Salvador,2009,5,2009-2011,2009-2011,PDC,PDC: PARTIDO DEMOCRATA CRISTIANO,0.05952381,NA,15,NA,2009-2014
Guatemala,1995,1,1995-1999,1995-1999,PAN,PAN: PARTIDO DE AVANZADA NACIONAL,0.5375,NA,15.1,NA,1995-1999
Guatemala,1995,2,1995-1999,1995-1999,FRG,FRG: FRENTE REPUBLICANO GUATEMALTECO,0.2625,NA,15.9,NA,1995-1999
Guatemala,1995,3,1995-1999,1995-1999,FDNG,FDNG: FRENTE DEMOCRATICO NUEVA GUATEMALA,0.075,NA,7.9,NA,1995-1999
Guatemala,1995,4,1995-1999,1995-1999,DCG,DCG: DEMOCRACIA CRISTIANA GUATEMALTECA,0.0375,NA,3.2,NA,1995-1999
Guatemala,1995,5,1995-1999,1995-1999,UCN,UCN: UNION DEL CENTRO NACIONAL,0.025,NA,12.8,NA,1995-1999
Guatemala,1995,6,1995-1999,1995-1999,UD,UD: UNION DEMOCRATICA,0.025,NA,7.9,NA,1995-1999
Guatemala,1995,7,1995-1999,1995-1999,MLN,MLN: MOVIMIENTO DE LIBERACION NACIONAL,0.0125,NA,16.7,NA,1995-1999
Guatemala,1995,8,1995-1999,1995-1999,Other,BANCADA INDEPENDIENTE,0.025,NA,NA,NA,1995-1999
Guatemala,1999,1,2000-2004,2000-2004,PAN,PAN: PARTIDO DE AVANZADA NACIONAL,0.168,NA,15.1,NA,2000-2004
Guatemala,1999,2,2000-2004,2000-2004,FRG,FRG: FRENTE REPUBLICANO GUATEMALTECO,0.557,NA,15.9,NA,2000-2004
Guatemala,1999,3,2000-2004,2000-2004,URNG,URNG: UNIDAD REVOLUCIONARIA NACIONAL,0.044,NA,5.7,NA,2000-2004
Guatemala,1999,7,2000-2004,2000-2004,Unionista,Unionista,0.087,NA,15.9,NA,2000-2004
Guatemala,1999,8,2000-2004,2000-2004,UNE,UNE,0.053,NA,8.4,NA,2000-2004
Guatemala,1999,33,2000-2004,2000-2004,Other,OTROS,0.087,NA,NA,NA,2000-2004
Guatemala,2003,1,2004-2008,2004-2008,PAN,PAN: PARTIDO DE AVANZADA NACIONAL,0.0886,NA,15.1,NA,2004-2008
Guatemala,2003,2,2004-2008,2004-2008,FRG,FRG: FRENTE REPUBLICANO GUATEMALTECO,0.1962,NA,15.9,NA,2004-2008
Guatemala,2003,3,2004-2008,2004-2008,GANA,GANA: GRAN ALIANZA NACIONAL,0.2152,NA,16.9,NA,2004-2008
Guatemala,2003,4,2004-2008,2004-2008,UNE,UNE: UNIDAD NACIONAL DE LA ESPERANZA,0.1835,NA,8.4,NA,2004-2008
Guatemala,2003,5,2004-2008,2004-2008,Patriota,PATRIOTA,0.057,NA,16.9,NA,2004-2008
Guatemala,2003,6,2004-2008,2004-2008,Unionista,PARTIDO UNIONISTA,0.0316,NA,15.9,NA,2004-2008
Guatemala,2003,15,2004-2008,2004-2008,PSN,PSN,0.0443,NA,16.9,NA,2004-2008
Guatemala,2003,16,2004-2008,2004-2008,Integracionista,Integracionista,0.0506,NA,NA,NA,2004-2008
Guatemala,2003,17,2004-2008,2004-2008,Other,Otros,0.133,NA,NA,NA,2004-2008
Guatemala,2008,1,2008-2012,2008-2012,UNE,UNE: UNIDAD NACIONAL DE LA ESPERANZA,0.3228,NA,8.4,NA,2008-2012
Guatemala,2008,2,2008-2012,2008-2012,GANA,GANA: GRAN ALIANZA NACIONAL,0.2342,NA,16.5,NA,2008-2012
Guatemala,2008,3,2008-2012,2008-2012,Patriota,PATRIOTA,0.1835,NA,16.9,NA,2008-2012
Guatemala,2008,4,2008-2012,2008-2012,FRG,FRG: FRENTE REPUBLICANO GUATEMALTECO,0.0886,NA,15.9,NA,2008-2012
Guatemala,2008,5,2008-2012,2008-2012,Unionista,PARTIDO UNIONISTA,0.0443,NA,15.9,NA,2008-2012
Guatemala,2008,6,2008-2012,2008-2012,UCN,UNION CAMBIO NACIONALISTA,0.0316,NA,12.8,NA,2008-2012
Guatemala,2008,7,2008-2012,2008-2012,BG,BANCADA GUATEMALA,0.02531646,NA,NA,NA,2008-2012
Guatemala,2008,8,2008-2012,2008-2012,Other,OTROS,0.06968354,NA,NA,NA,2008-2012
Guatemala,2012,1,2012-2016,2012-2016,Patriota,PATRIOTA,0.3544304,NA,16.9,NA,2012-2016
Guatemala,2012,2,2012-2016,2012-2016,LIDER,LIBERTAD DEMOCRATICA REONOVADA,0.08860759,NA,11.6,NA,2012-2016
Guatemala,2012,3,2012-2016,2012-2016,UCN,UNION CAMBIO NACIONALISTA,0.08860759,NA,12.8,NA,2012-2016
Guatemala,2012,4,2012-2016,2012-2016,UNE,UNIDAD NACIONAL ESPERANZA,0.1518987,NA,12.4,NA,2012-2016
Guatemala,2012,5,2012-2016,2012-2016,CREO,CREO,0.07594937,NA,15,NA,2012-2016
Guatemala,2012,6,2012-2016,2012-2016,GANA,GANA: GRAN ALIANZA NACIONAL,0.1518987,NA,12.4,NA,2012-2016
Guatemala,2012,7,2012-2016,2012-2016,Ind,Independientes,0.01898734,NA,NA,NA,2012-2016
Guatemala,2012,8,2012-2016,2012-2016,Other,Otros,0.06962031,NA,NA,NA,2012-2016
Honduras,1993,1,1994-1997,1994-1997,PL,PL Partido Liberal,0.5546875,NA,15,NA,1994-1998
Honduras,1993,2,1994-1997,1994-1997,PN,PN Partido Nacional,0.4296875,NA,17.3,NA,1994-1998
Honduras,1993,3,1994-1997,1994-1997,PINU-SD,PINU-SD Partido Innovacion y Unidad Social Democracia,0.015625,NA,8.7,NA,1994-1998
Honduras,1997,1,1997-2001,1997-2001,PL,PL Partido Liberal,0.5234375,NA,15,NA,1998-2002
Honduras,1997,2,1997-2001,1997-2001,PN,PN Partido Nacional,0.4296875,NA,17.3,NA,1998-2002
Honduras,1997,3,1997-2001,1997-2001,PINU-SD,PINU-SD Partido Innovacion y Unidad Social Democracia,0.0234375,NA,8.7,NA,1998-2002
Honduras,1997,4,1997-2001,1997-2001,PDCH,PDCH Partido Democrata Cristiano,0.015625,NA,10,NA,1998-2002
Honduras,1997,5,1997-2001,1997-2001,PUD,PUD Partido Unificacion Democratica,0.0078125,NA,4.7,NA,1998-2002
Honduras,2002,1,2002-2006,2002-2006,PL,PL Partido Liberal,0.4297,NA,15,NA,2002-2006
Honduras,2002,2,2002-2006,2002-2006,PN,PN Partido Nacional,0.4766,NA,17.3,NA,2002-2006
Honduras,2002,5,2002-2006,2002-2006,PUD,PUD Partido Unificacion Democratica,0.0391,NA,4.7,NA,2002-2006
Honduras,2002,6,2002-2006,2002-2006,Other,Otros,0.0546,NA,NA,NA,2002-2006
Honduras,2006,1,2006-2010,2006-2010,PL,PL Partido Liberal,0.4844,NA,15,NA,2006-2010
Honduras,2006,2,2006-2010,2006-2010,PN,PN Partido Nacional,0.4297,NA,17.3,NA,2006-2010
Honduras,2006,3,2006-2010,2006-2010,PINU,PINU Partido Innovacion y Unidad,0.0155,NA,8.7,NA,2006-2010
Honduras,2006,4,2006-2010,2006-2010,PDC,PDC Partido Democrata Cristiano,0.0313,NA,10,NA,2006-2010
Honduras,2006,5,2006-2010,2006-2010,PUD,PUD Partido Unificacion Democratica,0.0391,NA,4.7,NA,2006-2010
Honduras,2010,1,2010-2014,2010-2014,PL,PL Partido Liberal,0.3515625,NA,15,NA,2010-2014
Honduras,2010,2,2010-2014,2010-2014,PN,PN Partido Nacional,0.5546875,NA,17.3,NA,2010-2014
Honduras,2010,4,2010-2014,2010-2014,PDC,PDC Partido Democrata Cristiano,0.03125,NA,10,NA,2010-2014
Honduras,2010,5,2010-2014,2010-2014,Other,Otros,0.0625,NA,NA,NA,2010-2014
Mexico,1994,1,1994-1997,1994-1997,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.238,0.1953125,17.4,1994-1997,1994-2000
Mexico,1994,10,1994-1997,1994-1997,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.142,0.0625,4.6,1994-1997,1994-2000
Mexico,1994,11,1994-1997,1994-1997,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.6,0.7421875,11.5,1994-1997,1994-2000
Mexico,1994,16,1994-1997,1994-1997,PT,PT: PARTIDO DEL TRABAJO,0.02,0,4.6,1994-1997,1994-2000
Mexico,1997,1,1997-2000,1997-2000,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.242971888,0.2578125,17.4,1997-2000,1994-2000
Mexico,1997,10,1997-2000,1997-2000,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.251004016,0.125,4.6,1997-2000,1994-2000
Mexico,1997,11,1997-2000,1997-2000,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.479919679,0.6015625,11.5,1997-2000,1994-2000
Mexico,1997,16,1997-2000,1997-2000,PT,PT: PARTIDO DEL TRABAJO,0.014056225,0.0078125,4.6,1997-2000,1994-2000
Mexico,1997,17,1997-2000,1997-2000,PVEM,PVEM: PARTIDO VERDE ECOLOGISTA DE MEXICO,0.012048193,0.0078125,13.1,1997-2000,1994-2000
Mexico,2000,1,2000-2003,2000-2003,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.414,0.359375,17.4,2000-2006,2000-2006
Mexico,2000,2,2000-2003,2000-2003,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.106,0.1171875,4.6,2000-2006,2000-2006
Mexico,2000,3,2000-2003,2000-2003,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.422,0.46875,11.5,2000-2006,2000-2006
Mexico,2000,8,2000-2003,2000-2003,Other,Otros,0.058,0.0546875,NA,2000-2006,2000-2006
Mexico,2003,1,2003-2006,2003-2006,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.302,0.359375,17.4,2000-2006,2000-2006
Mexico,2003,2,2003-2006,2003-2006,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.194,0.1171875,4.6,2000-2006,2000-2006
Mexico,2003,3,2003-2006,2003-2006,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.448,0.46875,11.5,2000-2006,2000-2006
Mexico,2003,4,2003-2006,2003-2006,Other,Otros partidos,0.056,0.0546875,NA,2000-2006,2000-2006
Mexico,2006,1,2006-2009,2006-2009,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.412,0.40625,17.4,2006-2012,2006-2012
Mexico,2006,2,2006-2009,2006-2009,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.252,0.1015625,4.6,2006-2012,2006-2012
Mexico,2006,3,2006-2009,2006-2009,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.208,0.1484375,11.5,2006-2012,2006-2012
Mexico,2006,4,2006-2009,2006-2009,Conv,CONVERGENCIA,0.032,0.1015625,7.9,2006-2012,2006-2012
Mexico,2006,5,2006-2009,2006-2009,PVEM,PVEM: PARTIDO VERDE ECOLOGISTA DE MEXICO,0.038,0.140625,13.1,2006-2012,2006-2012
Mexico,2006,6,2006-2009,2006-2009,PT,PT: PARTIDO DEL TRABAJO,0.032,0.1015625,4.6,2006-2012,2006-2012
Mexico,2006,7,2006-2009,2006-2009,Other,SP: Sin partido,0.026,0,NA,2006-2012,2006-2012
Mexico,2009,1,2009-2011,2009-2012,PRI,PRI: PARTIDO REVOLUCIONARIO INSTITUCIONAL,0.482,0.1484375,11.5,2006-2012,2006-2012
Mexico,2009,2,2009-2011,2009-2012,PAN,PAN: PARTIDO DE ACCION NACIONAL,0.294,0.40625,17.4,2006-2012,2006-2012
Mexico,2009,3,2009-2011,2009-2012,PRD,PRD: PARTIDO DE LA REVOLUCION DEMOCRATICA,0.144,0.1015625,4.6,2006-2012,2006-2012
Mexico,2009,4,2009-2011,2009-2012,PVEM,PVEM: PARTIDO VERDE ECOLOGISTA DE MEXICO,0.034,0.140625,13.1,2006-2012,2006-2012
Mexico,2009,5,2009-2011,2009-2012,PT,PT: PARTIDO DEL TRABAJO,0.018,0.1015625,4.6,2006-2012,2006-2012
Mexico,2009,6,2009-2011,2009-2012,NuAl,Nueva Alianza,0.016,0,12.6,2006-2012,2006-2012
Mexico,2009,7,2009-2011,2009-2012,Conv,CONVERGENCIA,0.012,0.1015625,7.9,2006-2012,2006-2012
Nicaragua,1996,1,1996-2001,1996-2001,AL,AL: ALIANZA LIBERAL,0.451612903,NA,17.7,NA,1996-2001
Nicaragua,1996,2,1996-2001,1996-2001,FSLN,FSLN: FRENTE SANDINISTA DE LIBERACION NACIONAL,0.387096774,NA,7.3,NA,1996-2001
Nicaragua,1996,3,1996-2001,1996-2001,CCN,CCN: CAMINO CRISTIANO NICARAGUENSE,0.043010753,NA,16.7,NA,1996-2001
Nicaragua,1996,4,1996-2001,1996-2001,PCN,PCN: PARTIDO CONSERVADOR DE NICARAGUA,0.032258065,NA,17.9,NA,1996-2001
Nicaragua,1996,5,1996-2001,1996-2001,PRONAL,PRONAL: PROYECTO NACIONAL,0.021505376,NA,16.7,NA,1996-2001
Nicaragua,1996,6,1996-2001,1996-2001,MRS,MRS: MOVIMIENTO RENOVADOR SANDINISTA,0.010752688,NA,7.3,NA,1996-2001
Nicaragua,1996,7,1996-2001,1996-2001,PRN,PRN: PARTIDO RESISTENCIA NICARAGUENSE,0.010752688,NA,16.7,NA,1996-2001
Nicaragua,1996,8,1996-2001,1996-2001,Unidad,UNIDAD: ALIANZA UNIDAD,0.010752688,NA,11.6,NA,1996-2001
Nicaragua,1996,9,1996-2001,1996-2001,PLI,PLI: PARTIDO LIBERAL INDEPENDIENTE,0.010752688,NA,11.6,NA,1996-2001
Nicaragua,1996,10,1996-2001,1996-2001,UNO,UNO 96,0.010752688,NA,15,NA,1996-2001
Nicaragua,2001,1,2002-2006,2002-2006,PLC,PLC: PARTIDO LIBERAL CONSTITUCIONALISTA,0.532608696,NA,18,NA,2002-2006
Nicaragua,2001,2,2002-2006,2002-2006,FSLN,FSLN: FRENTE SANDINISTA DE LIBERACION NACIONAL,0.423913043,NA,7.3,NA,2002-2006
Nicaragua,2001,3,2002-2006,2002-2006,Other,Otros,0.043478261,NA,NA,NA,2002-2006
Nicaragua,2006,1,2007-2011,2007-2011,PLC,PLC,0.237777778,NA,18,NA,2007-2011
Nicaragua,2006,2,2007-2011,2007-2011,FSLN,FSLN,0.42222222,NA,7.3,NA,2007-2011
Nicaragua,2006,3,2007-2011,2007-2011,ALN,ALN,0.2444444,NA,17.7,NA,2007-2011
Nicaragua,2006,4,2007-2011,2007-2011,MRS,MRS,0.0555556,NA,7.3,NA,2007-2011
Nicaragua,2006,5,2007-2011,2007-2011,Other,Independiente,0.040000002,NA,NA,NA,2007-2011
Panama,1999,1,1999-2004,1999-2004,PRD,PRD,0.4789,NA,10.6,NA,1999-2004
Panama,1999,2,1999-2004,1999-2004,PA,PA,0.3099,NA,16.9,NA,1999-2004
Panama,1999,3,1999-2004,1999-2004,Other,Otros,0.2113,NA,NA,NA,1999-2004
Panama,2004,1,2004-2009,2004-2009,PRD,PRD,0.525641026,NA,10.6,NA,2004-2009
Panama,2004,2,2004-2009,2004-2009,PA,PA,0.217948718,NA,16.9,NA,2004-2009
Panama,2004,3,2004-2009,2004-2009,PS,PS,0.115384615,NA,15.6,NA,2004-2009
Panama,2004,4,2004-2009,2004-2009,Molinera,Molinera,0.051282051,NA,16.8,NA,2004-2009
Panama,2004,5,2004-2009,2004-2009,CD,CD,0.038461538,NA,17.9,NA,2004-2009
Panama,2004,6,2004-2009,2004-2009,PLN,PLN,0.038461538,NA,16.6,NA,2004-2009
Panama,2004,7,2004-2009,2004-2009,PP,PP,0.012820513,NA,12.8,NA,2004-2009
Panama,2009,1,2009-2013,2009-2013,PRD,PRD,0.3239,NA,10.6,NA,2009-2013
Panama,2009,2,2009-2013,2009-2013,CD,CD,0.169,NA,17.9,NA,2009-2013
Panama,2009,3,2009-2013,2009-2013,PA,PA,0.2676,NA,16.9,NA,2009-2013
Panama,2009,4,2009-2013,2009-2013,UP,UNION PATRIOTICA,0.0563,NA,16,NA,2009-2013
Panama,2009,5,2009-2013,2009-2013,Other,Otros,0.1832,NA,NA,NA,2009-2013
Paraguay,1993,1,1993-1998,1993-1998,ANR,ANR: ASOCIACION NACIONAL REPUBLICANA,0.475,0.444444444,15.7,1993-1998,1993-1998
Paraguay,1993,2,1993-1998,1993-1998,PLRA,PLRA: PARTIDO LIBERAL RADICAL AUTENTICO,0.4125,0.377777778,14.3,1993-1998,1993-1998
Paraguay,1993,3,1993-1998,1993-1998,PEN,PEN: PARTIDO ENCUENTRO NACIONAL,0.1125,0.177777778,12.2,1993-1998,1993-1998
Paraguay,1998,1,1998-2003,1998-2003,ANR,ANR: ASOCIACION NACIONAL REPUBLICANA,0.5625,0.533333333,15.7,1998-2003,1998-2003
Paraguay,1998,2,1998-2003,1998-2003,PLRA,PLRA: PARTIDO LIBERAL RADICAL AUTENTICO,0.325,0.288888889,14.3,1998-2003,1998-2003
Paraguay,1998,3,1998-2003,1998-2003,PEN,PEN: PARTIDO ENCUENTRO NACIONAL,0.11,0.155555556,12.2,1998-2003,1998-2003
Paraguay,2003,1,2003-2008,2003-2008,ANR,ANR: ASOCIACION NACIONAL REPUBLICANA,0.4625,0.355555556,15.7,2003-2008,2003-2008
Paraguay,2003,2,2003-2008,2003-2008,PLRA,PLRA: PARTIDO LIBERAL RADICAL AUTENTICO,0.2625,0.266666667,14.3,2003-2008,2003-2008
